-4.0185	1.9908e-23	1.7319e-07
-3.7943	3.1495e-24	1.6857e-07
-4.3929	9.7217e-24	1.5657e-07
-4.0637	1.9872e-23	3.0827e-07
-4.1306	4.6135e-23	2.2132e-07
-3.8039	4.9180e-23	1.4263e-07
-4.9398	7.4359e-23	1.1556e-07
-3.5701	1.2876e-23	1.3090e-07
-3.7199	2.2597e-24	4.6000e-07
-4.2579	1.1109e-24	2.0049e-07
-3.4327	2.9087e-24	3.5941e-07
-3.7287	5.0490e-23	4.3073e-07
-3.2308	5.2664e-24	2.3511e-07
-3.8979	2.7832e-24	3.0141e-07
-3.5838	4.3687e-23	1.5423e-07
-3.5924	7.1812e-24	3.9832e-07
-3.0386	2.4372e-23	1.9629e-07
-4.4419	4.4281e-24	3.7335e-07
-4.7991	2.6431e-23	4.1018e-07
-4.2934	1.3830e-24	3.8635e-07
-4.2146	9.2483e-24	2.2030e-07
-4.1451	1.6488e-24	1.4480e-07
-4.3616	1.4151e-23	4.8925e-07
-3.0392	3.8482e-24	1.3081e-07
-4.5041	6.3218e-23	3.6489e-07
-3.8097	6.0703e-23	9.1472e-08
