-4.1062	2.1917e-23	3.0691e-07
-3.7858	9.2198e-24	1.4557e-07
-3.6347	2.6886e-23	1.6215e-07
-3.8148	3.0184e-24	4.6033e-07
-4.3151	1.6056e-23	3.3955e-07
-4.7329	1.2343e-23	4.4013e-07
-3.2119	4.7745e-24	3.1690e-07
-3.7468	1.2888e-23	9.2696e-08
-4.0203	5.8684e-23	2.7784e-07
-4.2249	1.1958e-23	3.7142e-07
-4.2938	5.3611e-24	1.6341e-07
-3.4928	3.1970e-24	3.8078e-07
-4.5627	9.7050e-24	4.2205e-07
-4.1597	6.0481e-24	2.5476e-07
-3.6909	8.9908e-24	2.2362e-07
-3.2458	4.5181e-24	2.8771e-07
-4.2199	2.7860e-23	2.6491e-07
-4.8622	1.0402e-24	2.4888e-07
-3.5629	4.3261e-23	1.9400e-07
-4.4885	1.8066e-24	1.9287e-07
-4.6234	1.5034e-24	3.6205e-07
-4.5572	1.5032e-24	1.6858e-07
-4.2621	3.3733e-23	2.8039e-07
-3.5863	3.7978e-23	1.4491e-07
-4.7836	6.0240e-23	4.5348e-07
-4.3116	1.9310e-24	2.1433e-07
