-5.4941	1.1170e-22	3.5806e-07
-4.8077	8.2530e-23	3.8862e-07
-5.2063	1.1474e-22	1.6661e-07
-4.2540	5.5765e-25	2.6369e-07
-4.3090	5.4719e-24	4.1504e-07
-2.2593	2.3446e-25	2.1310e-07
-5.0017	2.0767e-25	4.3071e-07
-2.8469	2.5482e-25	3.4201e-07
-4.1725	6.4836e-25	2.2899e-07
-3.5787	1.5873e-22	4.5110e-07
-3.9107	3.0333e-25	3.8936e-07
-2.1842	9.4184e-24	9.3321e-08
-2.4155	1.1769e-23	2.1932e-07
-3.0094	1.2170e-24	4.1833e-07
-2.6111	6.3410e-23	3.5266e-07
-5.2557	1.4992e-23	1.3461e-07
-5.4283	1.1604e-25	4.8418e-07
-3.2960	1.5437e-24	1.1478e-07
-2.0714	2.0100e-23	2.7344e-07
-5.1301	1.4703e-24	1.8148e-07
-4.5728	1.2966e-25	1.6946e-07
-4.3770	5.4177e-24	3.9497e-07
-2.3615	1.8566e-25	1.8995e-07
-4.9019	3.3370e-23	1.7942e-07
-3.6890	6.8241e-23	2.3528e-07
-2.4684	6.3001e-24	4.5162e-07
